field_id,ra,dec,n_total_candidates,n_model_c,density,status,glon,glat
250,200.49376787392208,-2.962862573105981,1787,982,491.0,success,317.86849794732046,59.02044844324879
252,286.3056255496665,57.08156894651375,6272,3015,1507.5,success,87.48486058463573,20.713818793941183
251,314.3341022137022,-29.872722934573424,4403,2288,1144.0,success,15.174783705269691,-39.05418925164015
253,181.49269106722076,10.131186243680142,1478,816,408.0,success,268.54748739183566,69.90684859988403
255,349.7703193412222,-22.06673442088973,1603,875,437.5,success,41.44099907147208,-68.4396539919114
254,119.11993435263122,63.43632941489754,2633,1549,774.5,success,153.0872401132091,31.2846164986841
256,311.85819499118816,-48.77685263177078,4058,1828,914.0,success,350.671805679227,-38.85084703276039
257,357.5467243102925,-41.16977393039964,1438,778,389.0,success,340.89215625759806,-71.1443933517885
259,222.28063676505136,14.226318862862296,1936,1028,514.0,success,13.682294139795896,59.711191991181536
258,63.877305783163514,-20.897697790566212,1778,1023,511.5,success,216.8296466706998,-43.29012923575101
260,111.61097430501272,61.64277496145102,2952,1655,827.5,success,154.9668056366139,27.747966064490154
262,195.7424072726154,-4.18853428282601,1896,991,495.5,success,308.4503338176536,58.55959957651197
261,70.2565178382822,-0.2436271838153713,3026,1616,808.0,success,196.91025159036732,-28.781640495126865
263,23.451767363604375,-1.658245083534631,1416,846,423.0,success,146.44710539066978,-62.579610429296864
264,267.46902933223083,-76.27073528788775,9214,4365,2182.5,success,317.2999070077794,-22.76158269240483
265,68.88658281563244,-11.843523803023809,2287,1392,696.0,success,208.2326707883848,-35.473379430563426
266,313.34149666055765,77.26174336068517,4601,2402,1201.0,success,111.2505338161033,20.19489537576856
267,330.4815278859497,-28.010349115353648,2552,1412,706.0,success,21.476930021255896,-52.61559830755178
269,14.810622816146996,-20.706504580250808,1217,693,346.5,success,138.85957441507492,-83.33556206606798
268,141.1079882494803,26.24753747940827,1630,903,451.5,success,201.6576426255006,44.092406099191
270,33.86477253581227,-73.30323868618487,3066,1440,720.0,success,294.90358205989355,-42.49037188478494
271,305.75158861236304,-10.450670058639345,9207,3949,1974.5,success,33.75403300248833,-25.034896736588117
272,148.10856319517433,-14.452363330838452,2819,1526,763.0,success,251.09125859245168,29.883861680554187
274,210.28633010856265,60.297336314166394,1670,878,439.0,success,108.02602735518218,54.767552331123966
273,164.80740861488584,-33.89084589031149,4973,2451,1225.5,success,277.75119900782084,23.436132402081117
275,227.5199660322669,51.580380170960446,1685,920,460.0,success,85.65007791910753,54.30757750148521
277,204.21966664515915,7.397967058944768,1533,783,391.5,success,333.65108173968133,67.51818991143509
278,311.87438246045355,-15.390535559179929,5655,2681,1340.5,success,31.371893902729543,-32.494161036273155
276,156.95171120082313,-19.284803009130997,2455,1170,585.0,success,262.1855876419902,31.992841028231297
279,260.92217009009676,17.17776501434726,7433,3567,1783.5,success,39.37589139735142,26.89326394246654
280,136.8489648493285,5.306307820114943,2176,1143,571.5,success,224.66812219268297,32.51884004676349
281,3.4034812938169123,37.774208114628934,4000,2398,1199.0,success,114.72765051273775,-24.494240939701356
283,47.774392862615265,-5.371766367901192,1326,695,347.5,success,186.0440757910112,-50.28890786865748
282,289.5126880521794,-54.56488382045012,9236,4014,2007.0,success,342.59696508943796,-25.550499059141018
284,78.56785419731145,-12.560310304773452,3212,1781,890.5,success,213.60485990612716,-27.163006090631416
287,158.24761138869712,34.21195243046782,1411,816,408.0,success,190.90324149026853,59.5544470175477
285,352.71661091806135,-8.132039679283931,1469,766,383.0,success,74.08066643895023,-63.08170206773194
286,159.35555515906833,-29.505587705971656,4042,2224,1112.0,success,270.94624959657216,24.91620427670633
289,175.06199322434514,53.87144083352958,1654,1040,520.0,success,144.205271580883,60.21782849237468
291,166.5213256171529,-9.109137047716017,1643,812,406.0,success,264.1083599034427,45.67199574766115
288,316.83185990488516,-29.910827903354992,3601,1743,871.5,success,15.701944967763575,-41.182123072719385
290,21.69660519447662,-57.67884668655785,1832,946,473.0,success,293.80367163567234,-58.818548081804146
293,349.4506545565286,16.879321376506024,2127,1115,557.5,success,92.9454935620066,-40.47769150792674
294,22.31190511779088,-8.720197433867277,1852,1126,563.0,success,150.5961793395606,-69.53522566247293
292,160.20272748435065,25.63366759676543,1294,696,348.0,success,208.3596393178262,60.787545193496584
295,7.399229919289039,-49.20367185157993,1775,1098,549.0,success,312.29202789855674,-67.52574601100382
296,335.14253263992924,-20.920952661479827,2014,1015,507.5,success,34.84895824651136,-55.1276486992782
297,56.10602897270349,-32.665510800189566,1981,1198,599.0,success,232.12230931439157,-52.3590737782276
298,343.27883486555686,-29.565206103031453,1671,833,416.5,success,20.556095696310877,-63.92244855142549
299,48.29880879575347,-13.665753097255608,1381,759,379.5,success,197.95556213437217,-54.3214834978503
300,138.53839427417387,19.74626945009293,1695,941,470.5,success,209.1620462989435,39.98690232307299
301,70.04949942081917,-11.115034297133136,2537,1517,758.5,success,208.02030014844652,-34.13208075625114
302,225.3706702769367,-27.914652959406368,7490,3056,1528.0,success,335.0545387623682,26.725590129061548
303,206.45073968333324,63.214268819296144,1718,948,474.0,success,112.8357089291914,52.8352959090767
304,171.6017258547462,69.23970559690403,1683,989,494.5,success,133.6099863626069,46.08563542888627
305,346.5773675340588,-44.592646999627966,2135,1323,661.5,success,346.31133471767475,-62.67125073601717
307,210.99458062420493,10.35097174064194,1753,1001,500.5,success,351.9105887777306,66.05614079076548
306,141.61186790984542,0.0383749985742732,2127,1164,582.0,success,232.9957678648723,33.87608752924501
310,342.78887987947127,-37.01399631810093,1845,992,496.0,success,4.051296372807064,-62.81115939421709
308,342.1913422594128,31.202667726698422,4513,2361,1180.5,success,94.22178190017016,-24.742575669723635
309,215.159150552132,-27.165386922959897,5019,2084,1042.0,success,326.29068007014774,31.62873291759517
311,6.442952251057363,-2.4765455878870837,1416,814,407.0,success,107.84757263384918,-64.59396977014465
314,194.72860262236892,5.8863358688149585,1755,996,498.0,success,308.05251596031053,68.68371767411027
312,186.3139137498037,31.166001009856867,1207,671,335.5,success,176.13676103661254,83.00360003624053
313,162.64407658243675,-86.29658543703206,6926,3339,1669.5,success,300.89415405351986,-23.91342303883673
316,192.12837720788175,84.95454571213796,2610,1423,711.5,success,123.00788521559568,32.17327538216082
317,208.18807203892752,15.998534565469637,1432,784,392.0,success,358.00700986398385,71.94476176284856
315,332.231971264437,-46.15788425838757,2314,1248,624.0,success,351.207890853895,-52.82134690068
320,201.49494463384232,-13.9177221341648,2182,1092,546.0,success,315.538541182003,48.10672038136973
318,41.73901054041324,-58.8902066949815,1869,1016,508.0,success,278.74881079363803,-52.47198045761355
319,40.45454751975009,27.622233401937603,2520,1256,628.0,success,150.96911946308563,-29.17216138814231
321,176.59654503875544,-26.735333111388965,3121,1611,805.5,success,285.3921011984422,33.91106806359703
322,192.73642952777223,57.54713370993776,1707,997,498.5,success,123.06233383433803,59.58099407744808
323,67.19821062197208,-9.940426042961263,2174,1265,632.5,success,205.23132192446832,-36.141442691931125
324,239.068824700358,43.38675915843651,1969,1053,526.5,success,68.99454912062843,49.53612058506619
326,154.25605887377384,25.59049410181431,1370,749,374.5,success,206.5408993894101,55.511510089656525
325,46.81812765800237,5.882293539555725,1569,815,407.5,success,172.86045686174455,-43.438378479323774
327,116.4446849401858,-69.31159406408663,7150,3429,1714.5,success,281.40190127409153,-20.654108780346107
329,21.515792825651793,-16.77082505166204,1411,875,437.5,success,162.43175112394448,-76.90572600932758
328,288.2228426825685,-52.665869399674186,10921,4912,2456.0,success,344.46058728906894,-24.394007237662723
332,171.75163394122686,9.233456152785116,1216,620,310.0,success,250.86756701845317,63.21217737788881
331,29.54940713754941,-56.41965191943886,1931,1062,531.0,success,285.30302444172844,-58.36485698428445
330,45.64933714166124,10.516666031182847,1578,852,426.0,success,167.56472763665192,-40.72163857994841
333,305.9514646103861,-33.7960270867418,6171,2735,1367.5,success,8.553078074025633,-32.93676767410884
334,134.0242179046624,25.232470828634774,1958,1115,557.5,success,200.83202486131697,37.662322623542565
335,228.99071276847124,-20.601497498678505,8754,3338,1669.0,success,342.92658002347747,30.8239674170771
336,200.9029494512652,0.661983908474724,1766,957,478.5,success,320.52754098212216,62.4294932564657
337,106.71784795801364,72.75297193476725,3009,1688,844.0,success,142.31385845530966,26.951547676675418
338,189.2334840330699,-85.97847921703173,7989,3751,1875.5,success,302.65561739447514,-23.114515268930976
339,340.3711431473319,-60.22773327625766,2596,1490,745.0,success,327.57004717767506,-50.22497291593071
340,48.58563221437292,31.3258412609737,3801,1767,883.5,success,155.56587709381546,-22.340840674555473
341,179.27516292390848,18.771383049372535,1220,637,318.5,success,243.86365329638255,74.97419866947251
344,183.4876966915426,1.919934428055176,1570,767,383.5,success,281.7428215457212,63.23903211325203
342,43.57513690085527,32.53155495984772,3789,1757,878.5,success,150.95528644999246,-23.57000919158728
343,200.45363033846525,22.780320870452577,1248,715,357.5,success,2.309086647823143,81.8599423129365
346,186.727017200713,-17.894815432388057,2171,1149,574.5,success,294.72551696244057,44.58571701039768
345,230.88302466564323,0.4662129939902677,2931,1319,659.5,success,3.189062503305762,44.81193438815431
347,331.31984808625845,-44.79318336692702,2376,1249,624.5,success,353.65721564559556,-52.56111614363127
349,169.67077370729018,45.505704187472936,1710,1071,535.5,success,161.9066629825769,63.97598844979861
348,172.3977054186875,24.099875842349338,1326,764,382.0,success,217.6912299790878,71.32406488730545
351,184.69656770481987,41.37605315569546,1555,923,461.5,success,146.04941652363468,74.25397807794631
353,174.66972000691845,85.58887655261883,2379,1328,664.0,success,124.5422563830366,31.309699312097504
350,267.9025125760469,17.485456399399247,11721,5655,2827.5,success,42.48985505156708,20.8604465415913
352,239.24495437929284,-15.07143570392512,7022,3052,1526.0,success,355.49883765325967,28.309416277360075
354,140.1440078287862,45.59863862615339,1720,1038,519.0,success,174.44597845309363,44.66818764995012
356,59.0502982785784,-38.06580113653751,2179,1249,624.5,success,240.78414984732495,-50.01415878420738
355,207.6716816872295,-24.51266892653401,3969,1722,861.0,success,319.7337904686524,36.418468072131056
357,189.11567191359492,23.98097909601279,1093,602,301.0,success,255.08873441123473,85.38397455118854
359,165.29729876273692,24.63684296229825,1331,724,362.0,success,212.4456765991251,65.12722898302137
360,5.0596250360944905,7.910967962513091,1316,762,381.0,success,109.6615394574693,-54.1549453489792
358,176.4427756889349,-29.25209248866816,3426,1748,874.0,success,286.12799249699896,31.467900938947945
363,164.02846709693046,0.2167215839903701,1385,702,351.0,success,252.33120499363685,51.3879729018829
361,47.40808275264576,31.163687653066106,3807,1783,891.5,success,154.75586380149457,-23.03463045170201
362,27.849963274627815,8.72176873205474,1181,699,349.5,success,147.07777151071107,-51.31698169331784
366,280.0664788998841,43.0333949262732,8121,3836,1918.0,success,71.9269531387501,20.052069100604346
364,162.61268209188685,28.797393857840454,1219,663,331.5,success,202.21714831671972,63.30364624005072
365,325.5794744763082,-9.310979782086266,3289,1763,881.5,success,45.47327378934005,-42.036370958826154
368,145.70501863984066,11.107497667929952,1672,979,489.5,success,223.39125418427665,42.97833499613121
367,333.5463478957007,-83.37043573124004,4229,2083,1041.5,success,307.8890590682967,-32.16986110936576
369,337.07147634803334,15.70085408635168,2825,1343,671.5,success,79.6090926939113,-34.862760868034904
371,329.3142890755638,-19.729905614508972,2696,1415,707.5,success,33.87372641702254,-49.566106076888296
370,4.155802272230011,-37.21113688167871,1443,820,410.0,success,336.8456627305869,-77.52573855953314
373,23.351356957515964,-8.139575336309992,1715,1047,523.5,success,152.49193444030956,-68.56815014555387
372,329.9493516615257,23.30952959584984,5478,2645,1322.5,success,79.43077722958465,-24.721752037572983
374,9.118592820567615,-23.09088391724426,1286,757,378.5,success,82.12486866734025,-84.7306580112653
376,150.33602515772722,83.90340195581203,2440,1340,670.0,success,127.76331000611128,31.538211380733102
377,226.1505522067443,-18.285439493783237,4501,1784,892.0,success,342.03915294811094,34.284630683398596
375,39.45288968596888,-51.67449937870438,1768,991,495.5,success,270.99459190198604,-58.34654161864167
378,132.9677684586104,54.25378680787906,1871,1109,554.5,success,163.5768152187739,39.11629647875717
379,340.658854063408,29.08601767151543,4451,2507,1253.5,success,91.761497097123,-25.8782628140274
380,10.914056716476953,-54.51559172009124,1889,1082,541.0,success,305.38408059372597,-62.57559491429704
381,162.3710741496077,35.01818161261028,1428,818,409.0,success,188.4840801862176,62.84230371050128
382,330.8168403829189,12.446125656310278,3517,1699,849.5,success,71.55602845852701,-33.1709916492404
383,183.53614784551215,8.149429717439796,1551,871,435.5,success,276.2604797358527,69.0672925990412
385,6.141907918238414,-44.01595722836489,1520,892,446.0,success,318.96414452858596,-72.26621041290211
384,140.94103328409278,31.796384763592716,1612,881,440.5,success,193.9668415844717,44.97578910551003
386,348.65026149745114,20.855992256670422,2296,1328,664.0,success,94.42230792600496,-36.59769871529127
388,165.78275519204712,-11.702916361159035,1818,885,442.5,success,265.2988387056542,43.116187986306414
387,60.63577986531288,-18.342096497724445,1776,1005,502.5,success,212.05209278083456,-45.332872758578176
389,175.86180043236934,-15.641149903556244,1985,1032,516.0,success,279.8282500455609,44.15921263642711
390,202.31046286908455,37.04130584005432,1460,897,448.5,success,86.42666730842222,77.27216085520104
391,247.8142242477192,28.866527501052,2891,1546,773.0,success,48.54493115740938,41.88884710586588
393,243.20242133004936,74.62029288039717,2568,1351,675.5,success,108.27946402315108,36.17773162705444
392,51.19765035763298,31.55736261190717,3588,1765,882.5,success,157.3809012674167,-20.867033047885172
394,87.36442752515151,-55.50741555474771,3527,1805,902.5,success,263.5393584404512,-30.694992966869023
395,19.765183437032793,-32.48731443155109,1306,788,394.0,success,256.4150487463863,-81.9649722585638
396,216.5242494998896,38.10267374901587,1597,942,471.0,success,67.85660127349193,67.34198259423562
397,258.2916318188695,4.037432471478768,9597,4216,2108.0,success,24.99688704464855,23.654308198488312
398,225.58960033187964,-28.37701208249965,7697,3137,1568.5,success,334.95974086282547,26.23178799557627
399,112.17273082865069,-81.70884784630101,5605,2642,1321.0,success,293.86106640576236,-25.49602557491244
401,17.57154558623028,-11.783142135392197,1418,831,415.5,success,139.92642175699962,-74.02975040032715
400,342.92031732786756,-63.911356586021974,2660,1435,717.5,success,322.26560543742295,-48.476191521589264
402,138.21422932035367,-6.6069745135453894,2812,1491,745.5,success,237.1550484053058,27.328759184122553
404,199.8346628894749,-15.232454448417972,2431,1240,620.0,success,312.8439598713746,47.10161364829519
403,348.4950206489633,-28.121179482733183,1669,912,456.0,success,24.62166329756105,-68.42608942007834
406,80.77720679492775,-30.779703851432775,3122,1827,913.5,success,234.09261677701505,-31.385655113104324
405,145.42623353242772,17.459522113805257,1573,889,444.5,success,215.15022258618984,45.32488758113091
407,34.1579381228125,-22.010381785739863,1335,752,376.0,success,202.774752887987,-69.99424538276723
408,6.290690119885798,28.039738341108382,2296,1341,670.5,success,115.89691578711783,-34.47283580443975
409,227.7528422678904,-12.24070161194826,3785,1617,808.5,success,348.18142761456426,38.07637006846768
410,234.4796707845921,-21.399396264109992,7885,3211,1605.5,success,346.8545988592459,26.94159804903175
411,266.59260515018593,23.389142307421302,8665,4566,2283.0,success,47.93098436908573,24.193848427098928
412,54.75084267033556,-1.4638581861324451,1518,847,423.5,success,187.55716715505324,-42.37270148356541
413,162.74788741530264,-35.868892304375855,5725,2877,1438.5,success,277.1355978265704,20.898129001045245
414,206.57487489029535,1.0453271426353328,1921,1005,502.5,success,331.9885847413038,60.78393429406343
415,4.909066144963212,3.761515235463727,1272,710,355.0,success,107.76108906304644,-58.17042771966991
416,338.6503278033881,-39.7189587903373,2107,1234,617.0,success,0.134633904421948,-59.038760054365845
417,326.1980653756643,3.062261012236017,3487,1782,891.0,success,59.301418216703006,-35.84361372335721
419,355.2466881524039,8.885630953498962,1719,1027,513.5,success,95.12572114229953,-50.14381017372069
418,42.4948011935651,-27.64898707721516,1969,1178,589.0,success,220.97882919193867,-63.74495717901167
421,192.26114514711844,6.973560584598729,1519,832,416.0,success,301.2086664026333,69.83729976546022
420,59.30720463312277,-20.886382509685458,1630,975,487.5,success,214.94157264410737,-47.34835717083246
423,205.6727781148041,47.37341561246663,1545,908,454.0,success,99.92625322757328,67.40021672003128
422,314.6835870365762,-3.7189540095422657,6054,3019,1509.5,success,45.06055368096342,-29.86053931612896
425,191.00299081533456,50.356639224898466,1912,1176,588.0,success,125.9306909479779,66.72835312721041
424,229.54617711117976,-23.829632061264817,6935,2804,1402.0,success,341.14910089628415,27.94517720314556
426,146.08384550874973,31.073584984836213,1570,924,462.0,success,195.84187623637553,49.23580204459829
428,15.916992581969687,29.486414025209537,2506,1370,685.0,success,126.11673270474812,-33.30969360773543
427,19.74785058570442,-84.49439035126831,4395,2247,1123.5,success,302.1493732552222,-32.59193706282403
429,158.4703543410564,11.737348044942523,1251,672,336.0,success,231.64983238984755,54.27595865017689
430,227.79112980155557,49.96142504432329,1721,903,451.5,success,83.05435614266149,54.933798258864925
431,184.1740772141954,26.92798114693792,1184,672,336.0,success,212.43543432125324,82.26213456273918
432,299.2646732727143,-42.88388562616373,7002,2842,1421.0,success,356.9000772303996,-29.635620617344458
434,347.7326001644972,-40.31999740669573,1679,917,458.5,success,354.04528942824885,-65.42243075847463
433,261.061545209323,35.30743040632266,4417,2241,1120.5,success,59.33620799672547,32.22442229105831
437,157.64864643315218,-1.6584788687855752,1472,694,347.0,success,247.56983368389172,45.53271817372572
435,152.87228493408787,32.2011284764628,1478,848,424.0,success,194.74568579502636,55.084899375759065
436,14.039049965070287,32.85224226766344,2707,1476,738.0,success,124.07624715289064,-30.009021639609948
438,208.50318930858631,-11.745700627771448,2333,1063,531.5,success,326.2982536740422,48.26667575321812
441,356.6024658263827,9.890034855104147,1728,993,496.5,success,97.6576343774421,-49.76366768967257
440,234.7894521296511,2.198727477805139,3150,1536,768.0,success,8.393716923763053,42.775226588453904
439,222.5878573912087,-33.750330072903196,10007,3899,1949.5,success,329.52309685327265,22.908974887027835
442,188.69959765738508,-12.129240620256672,1998,1058,529.0,success,296.52551360499507,50.53541270207814
443,12.36867213048364,32.84757991823212,2732,1532,766.0,success,122.45569599948116,-30.02235232288608
444,189.67823344073068,37.42813988066363,1317,765,382.5,success,136.7363216811446,79.35676772956292
445,321.38808272254334,-1.15928411887327,4345,2161,1080.5,success,51.71283234987398,-34.29751557304877
447,25.374448753480458,11.6951414687681,1369,771,385.5,success,141.93048979279993,-49.32109995064249
448,184.0171288468432,-18.994872298687564,2195,1162,581.0,success,291.4523857986812,43.08710661688802
449,210.62112550510784,56.54323050493578,1779,1043,521.5,success,104.44819963305352,57.96213321257184
446,3.9833394871268446,83.72290766667287,5162,2663,1331.5,success,121.89702261046226,20.92262581726766
450,347.29059052815137,1.5104961630668725,1782,894,447.0,success,78.1435646101485,-52.23508212457847
451,203.6188368360476,11.532426790615212,1490,818,409.0,success,337.956198577002,71.41501420570945
454,138.705245175559,62.281011888083505,1728,1119,559.5,success,152.53400819067545,40.24632428279745
452,143.53249459718563,19.17965126593381,1731,1007,503.5,success,211.99610843019343,44.23881131062884
453,238.78667604175592,-4.724999953538059,3670,1796,898.0,success,4.392477610622217,35.40736066285309
455,212.89948787352284,19.19436995545021,1571,887,443.5,success,13.849134798089374,69.97410891488643
457,329.1466165095827,-1.815914631652121,2683,1239,619.5,success,56.49460664003242,-41.103434792623794
458,325.50707953565285,-28.14415615974967,2746,1425,712.5,success,20.12758468757583,-48.309462033667394
456,211.82314545596435,-84.50109213150732,8772,4066,2033.0,success,304.8554889330158,-21.914929694002353
459,341.4496847170514,26.959432141485145,3637,1940,970.0,success,91.1717215472246,-28.05389470316689
462,168.2302728424052,-16.40185658066031,2069,1054,527.0,success,271.29645132930483,40.341333577080526
460,133.90298752168434,-3.226562446256704,3445,1844,922.0,success,231.3503661413541,25.630426988275048
461,4.720376871028531,-46.034569086655914,1554,894,447.0,success,319.65092372976886,-70.02238830099189
463,243.3743860984572,34.38294448233105,2384,1279,639.5,success,55.3915349316548,46.431419821294384
464,235.05841220807633,24.234630977241633,1969,1131,565.5,success,38.27507831141173,52.03472155011093
466,208.34907044838283,68.26926103096251,2026,1146,573.0,success,114.46260464131116,47.82728679377056
465,212.2784378561054,65.3531928759715,1858,1004,502.0,success,110.51198959729288,49.86023170522884
469,166.02908425366152,11.425325414870125,1255,671,335.5,success,239.63468016954604,60.3155801784996
467,76.46929324680409,-42.10368382087472,2749,1525,762.5,success,246.8164515464991,-36.81417904640157
471,356.1356067451458,17.132578572599996,1955,1113,556.5,success,100.89882813962744,-42.85898861234438
468,109.03684156062472,-65.05840525766524,6117,2980,1490.0,success,276.0682194344894,-21.90525350463658
470,358.76438051650905,-52.252675381506435,1889,1119,559.5,success,321.9313614602161,-62.74591890648461
473,68.13862617820459,-39.60598727583898,2233,1222,611.0,success,243.04444893079616,-42.94102275264225
472,98.58393638400776,-61.586024394917146,4772,2369,1184.5,success,271.17491612478096,-25.634272984453812
474,37.49610107685569,-14.224536869307876,1493,863,431.5,success,188.5579877113968,-63.66490664303067
475,28.19730981906252,35.04477810432063,3233,1566,783.0,success,136.89317021651888,-26.158197696576977
476,71.24173027576438,-50.718598575527025,2471,1338,669.0,success,257.8463277082073,-40.41772272009365
477,56.92769250414599,0.3028833624605931,1472,820,410.0,success,187.3922456075415,-39.57204196665653
478,158.52775356924278,34.899793850582405,1521,900,450.0,success,189.50993785677508,59.729101214027125
480,152.35162923232917,21.00980730979332,1406,777,388.5,success,213.36264034342665,52.67132005598018
479,162.9921469234917,-20.653618506718544,2637,1386,693.0,success,268.66349797752446,34.14884344535358
483,141.9024577837299,4.627896902772137,1906,1020,510.0,success,228.41768229767783,36.55322584099505
482,338.2059363991409,-59.42707678971527,2663,1517,758.5,success,329.61450546780827,-49.904325399673354
481,142.98384371121966,-79.53689487651042,8736,4117,2058.5,success,294.42659475946516,-20.13561652493263
484,199.07839826275568,-13.277764941956388,2182,1060,530.0,success,312.20709191335766,49.14547400015629
486,323.9783480072564,-11.102250231989174,3306,1689,844.5,success,42.36929294226139,-41.46237247822653
488,25.60856097432653,30.564787132637225,2405,1181,590.5,success,135.74459575453182,-31.035017631752844
487,35.41153924908696,-29.81683981286061,1851,1062,531.0,success,225.98720195046744,-70.02678957245207
485,156.38731806458372,-26.00512017019587,3652,1888,944.0,success,266.3472898215651,26.31425734337611
489,28.482342281906877,-1.2554621646527548,1390,803,401.5,success,155.6226915754953,-60.09951790509342
490,308.17011505244506,-79.1135094928355,4819,2449,1224.5,success,314.45905480983305,-31.308035981340005
491,328.0391833676427,-12.196374673462504,2664,1309,654.5,success,43.46593683528077,-45.509870613851746
492,59.79618393454289,23.03851444589184,3958,2096,1048.0,success,169.57591405434124,-22.38149940090423
494,243.70546057928223,-3.9450716773087393,5416,2372,1186.0,success,8.683600286210604,31.95422492751692
493,130.22741273445152,-5.1230809254020855,4368,2266,1133.0,success,230.98183054044927,21.5170654453998
495,283.59730636491264,64.2774430661251,5020,2482,1241.0,success,94.58318218866611,23.94281266686122
496,217.67179419846877,44.06196819104173,1609,974,487.0,success,79.76671063876442,63.8450407326833
497,178.19220513467107,-20.84222173526072,2301,1179,589.5,success,284.94625763610895,39.97167600954771
498,51.654326943031755,-9.158887045404166,1484,878,439.0,success,194.2458837086736,-49.23449432486985
499,48.82584710569415,-75.52668119364783,3113,1556,778.0,success,292.1322924815437,-38.42885100621584
